Year,City,Population 25 years and over - Less than 9th grade,Percent Population 25 years and over - Less than 9th grade,Population 25 years and over - 9th to12th (No Diploma),Percent Population 25 years and over - 9th to12th (No Diploma),Population 25 years and over - High School Graduate (and equivalent),Percent Population 25 years and over - High School Graduate (and equivalent),"Population 25 years and over - Some college, no degree","Percent Population 25 years and over - Some college, no degree",Population 25 years and over - Associate's degree,Percent Population 25 years and over - Associate's degree,Population 25 years and over - Bachelor's degree,Percent Population 25 years and over - Bachelor's degree,Population 25 years and over - Graduate or Prefessional Degree,Percent Population 25 years and over - Graduate or Prefessional Degree,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over,Violent Crimes Sum,Unemployment Rate,Income,House price mean,% All Families,Total,Total Occupied,Renter occupied,Crime_Rate_per_100k,Percent Home Occupied,Percent Renter Occupied,Percent 25+,Percent 14-,Percent 15 to 24,Percent Uneducated,Percent Higher Education,Sum Uneducated,Sum Higher Education
2012,Westminster,6897,11.4,7940,13.1,15968,26.3,11567,19.1,5240,8.6,8849,14.6,4147,6.8,91355.0,4920.0,5.4,4752.0,5.2,6655.0,7.3,6290.0,6.9,8130.0,8.9,10293.0,11.3,11742.0,12.9,12542.0,13.7,5839.0,6.4,4924.0,5.4,8023.0,8.8,5739.0,6.3,1506.0,1.6,284.0,12.7,26057.0,402087.3,14.5,26057.0,14267.0,11790.0,310.87515735318266,54.75304140921825,45.24695859078175,64.8,17.900000000000002,15.8,24.5,30.0,14837,18236
2012,Whittier,4306,7.7,5304,9.5,13348,24.0,13131,23.6,5054,9.1,9159,16.4,5384,9.7,86159.0,5135.0,6.0,4541.0,5.3,5578.0,6.5,7750.0,9.0,7469.0,8.7,11100.0,12.9,12261.0,14.2,13063.0,15.2,5066.0,5.9,4051.0,4.7,4689.0,5.4,3586.0,4.2,1870.0,2.2,247.0,9.4,28237.0,311799.1,9.4,28237.0,16164.0,12073.0,286.67927900741654,57.24404150582569,42.755958494174315,62.5,17.8,17.7,17.2,35.199999999999996,9610,19597
2013,Alhambra,7149,11.9,3975,6.6,12058,20.2,9903,16.6,4952,8.3,15401,25.7,6394,10.7,84566.0,4910.0,5.8,3758.0,4.4,3342.0,4.0,5658.0,6.7,7066.0,8.4,13111.0,15.5,11318.0,13.4,12142.0,14.4,5636.0,6.7,4830.0,5.7,7448.0,8.8,2996.0,3.5,2351.0,2.8,163.0,8.1,30595.0,453821.8,14.7,30595.0,12040.0,18555.0,192.7488588794551,39.35283543062592,60.64716456937408,68.0,14.2,15.100000000000001,18.5,44.7,11124,26747
2013,Bellflower,4937,10.0,4237,8.6,14352,29.2,11613,23.6,5212,10.6,6652,13.5,2153,4.4,77594.0,4639.0,6.0,4533.0,5.8,6082.0,7.8,5996.0,7.7,7188.0,9.3,10658.0,13.7,11372.0,14.7,10862.0,14.0,4904.0,6.3,3799.0,4.9,4883.0,6.3,1627.0,2.1,1051.0,1.4,279.0,11.2,22988.0,324367.5,13.2,22988.0,10637.0,12351.0,359.5638838054489,46.27196798329563,53.72803201670436,61.99999999999999,19.6,17.0,18.6,28.5,9174,14017
2013,Buena Park,3097,5.9,4021,7.6,14060,26.7,13109,24.9,3202,6.1,10601,20.1,4529,8.6,82885.0,5659.0,6.8,4885.0,5.9,5595.0,6.8,6192.0,7.5,7935.0,9.6,11687.0,14.1,11619.0,14.0,11677.0,14.1,5088.0,6.1,4056.0,4.9,4937.0,6.0,2292.0,2.8,1263.0,1.5,221.0,5.9,23151.0,397807.2,12.1,23151.0,11923.0,11228.0,266.63449357543584,51.50101507494277,48.49898492505723,62.0,19.5,17.1,13.5,34.800000000000004,7118,18332
2013,Carson,7101,11.5,4636,7.5,13568,21.9,14413,23.3,6525,10.5,10890,17.6,4781,7.7,92597.0,5515.0,6.0,5904.0,6.4,5313.0,5.7,6109.0,6.6,7842.0,8.5,13297.0,14.4,10471.0,11.3,13698.0,14.8,5118.0,5.5,5772.0,6.2,7200.0,7.8,4823.0,5.2,1535.0,1.7,400.0,12.8,25239.0,316691.2,8.6,25239.0,19075.0,6164.0,431.97943777876173,75.57747929791196,24.42252070208804,65.2,18.1,15.1,19.0,35.8,11737,22196
2013,Chino,5603,11.0,7361,14.5,11073,21.8,12710,25.0,3427,6.8,7437,14.7,3150,6.2,81001.0,5870.0,7.2,5212.0,6.4,5422.0,6.7,6688.0,8.3,7048.0,8.7,11118.0,13.7,11316.0,14.0,12864.0,15.9,4005.0,4.9,3800.0,4.7,4637.0,5.7,2428.0,3.0,593.0,0.7,258.0,10.2,19107.0,334949.8,7.2,19107.0,13955.0,5152.0,318.5145862396761,73.03606008269222,26.963939917307794,61.900000000000006,20.3,17.0,25.5,27.7,12964,14014
2013,Chino Hills,1748,3.6,1468,3.1,8770,18.2,9864,20.5,4449,9.2,15641,32.5,6174,12.8,76575.0,4435.0,5.8,4688.0,6.1,7009.0,9.2,5795.0,7.6,6534.0,8.5,7120.0,9.3,11537.0,15.1,13727.0,17.9,5526.0,7.2,3906.0,5.1,3207.0,4.2,2209.0,2.9,882.0,1.2,63.0,7.8,23398.0,456223.6,2.4,23398.0,17666.0,5732.0,82.2722820763957,75.50217967347636,24.497820326523634,61.7,21.099999999999998,16.1,6.7,54.5,3216,26264
2013,Clovis,2019,3.3,4762,7.7,11668,19.0,15827,25.8,7445,12.1,13186,21.5,6557,10.7,99758.0,6358.0,6.4,7548.0,7.6,7843.0,7.9,7460.0,7.5,9085.0,9.1,11255.0,11.3,13794.0,13.8,13632.0,13.7,6003.0,6.0,4189.0,4.2,6718.0,6.7,3428.0,3.4,2445.0,2.5,181.0,8.3,32778.0,243393.8,11.5,32778.0,19740.0,13038.0,181.43908257984322,60.22332051986088,39.776679480139116,59.1,21.9,16.6,11.0,44.300000000000004,6781,27188
2013,Daly City,5876,7.9,5636,7.6,16353,22.0,14721,19.8,6511,8.8,21067,28.3,4156,5.6,104747.0,5274.0,5.0,4299.0,4.1,5290.0,5.1,6854.0,6.5,8710.0,8.3,17089.0,16.3,16098.0,15.4,12696.0,12.1,7535.0,7.2,5066.0,4.8,8070.0,7.7,5723.0,5.5,2043.0,2.0,223.0,5.6,32096.0,535778.1,5.9,32096.0,18293.0,13803.0,212.89392536301756,56.99464107676969,43.00535892323031,69.0,14.2,14.8,15.5,42.7,11512,31734
2013,Fairfield,4758,7.0,4554,6.7,18569,27.3,18511,27.3,5758,8.5,11018,16.2,4728,7.0,109302.0,7293.0,6.7,8316.0,7.6,8006.0,7.3,7607.0,7.0,10184.0,9.3,17402.0,15.9,13406.0,12.3,14597.0,13.4,6175.0,5.6,4702.0,4.3,6675.0,6.1,3514.0,3.2,1425.0,1.3,498.0,13.4,34112.0,253802.8,11.0,34112.0,17433.0,16679.0,455.618378437723,51.10518292682927,48.894817073170735,60.800000000000004,21.6,16.3,13.7,31.7,9312,21504
2013,Indio,6751,13.0,7451,14.3,13716,26.4,10999,21.2,2897,5.6,6447,12.4,3677,7.1,83546.0,6588.0,7.9,7769.0,9.3,6733.0,8.1,5886.0,7.0,4632.0,5.5,13724.0,16.4,10752.0,12.9,7549.0,9.0,4716.0,5.6,4272.0,5.1,6364.0,7.6,3599.0,4.3,962.0,1.2,468.0,12.9,26368.0,206143.6,15.5,26368.0,16256.0,10112.0,560.170445024298,61.6504854368932,38.349514563106794,60.9,25.300000000000004,12.5,27.3,25.1,14202,13021
2013,Jurupa Valley,8715,15.0,8086,13.9,18455,31.8,12241,21.1,3916,6.7,5006,8.6,1700,2.9,98036.0,6232.0,6.4,8219.0,8.4,8050.0,8.2,8925.0,9.1,8491.0,8.7,13415.0,13.7,12536.0,12.8,12316.0,12.6,6267.0,6.4,4833.0,4.9,5370.0,5.5,2331.0,2.4,1051.0,1.1,267.0,14.7,24998.0,235499.5,11.3,24998.0,15378.0,9620.0,272.3489330450039,61.5169213537083,38.4830786462917,58.3,23.0,17.799999999999997,28.9,18.2,16801,10622
2013,Lake Forest,2949,5.4,1686,3.1,10207,18.7,12830,23.5,3740,6.9,15813,29.0,7326,13.4,79300.0,3909.0,4.9,4792.0,6.0,6841.0,8.6,4761.0,6.0,4446.0,5.6,9572.0,12.1,12611.0,15.9,12374.0,15.6,5351.0,6.7,4656.0,5.9,6069.0,7.7,2408.0,3.0,1510.0,1.9,105.0,4.5,26534.0,500476.7,5.1,26534.0,18119.0,8415.0,132.40857503152586,68.2859727142534,31.71402728574659,66.9,19.5,11.6,8.5,49.3,4635,26879
2013,Lakewood,3572,6.8,3537,6.7,11373,21.5,15131,28.6,4710,8.9,11410,21.6,3156,6.0,81136.0,6039.0,7.4,4958.0,6.1,6015.0,7.4,5987.0,7.4,5248.0,6.5,9708.0,12.0,11658.0,14.4,12750.0,15.7,5174.0,6.4,4999.0,6.2,4434.0,5.5,3134.0,3.9,1032.0,1.3,225.0,5.9,25341.0,393643.1,4.9,25341.0,17132.0,8209.0,277.3121672253993,67.60585612248924,32.39414387751076,64.1,20.9,13.9,13.5,36.5,7109,19276
2013,Livermore,2998,5.3,2594,4.6,10452,18.5,12662,22.4,4359,7.7,16212,28.7,7186,12.7,85169.0,6987.0,8.2,5404.0,6.3,6828.0,8.0,5900.0,6.9,3587.0,4.2,10413.0,12.2,11871.0,13.9,14586.0,17.1,5454.0,6.4,4977.0,5.8,5034.0,5.9,2814.0,3.3,1314.0,1.5,270.0,4.8,29509.0,513963.8,5.2,29509.0,20506.0,9003.0,317.0167549225657,69.49066386526145,30.50933613473855,64.6,22.5,11.100000000000001,9.899999999999999,49.1,5592,27757
2013,Manteca,3261,7.4,3356,7.6,13249,30.1,12526,28.5,4283,9.7,5141,11.7,2166,4.9,71949.0,6087.0,8.5,5462.0,7.6,4926.0,6.8,5925.0,8.2,5567.0,7.7,10543.0,14.7,8357.0,11.6,9553.0,13.3,5202.0,7.2,3334.0,4.6,4249.0,5.9,1778.0,2.5,966.0,1.3,212.0,12.6,21845.0,229890.0,10.1,21845.0,13016.0,8829.0,294.65315709738843,59.58342870222019,40.41657129777981,59.8,22.900000000000002,15.899999999999999,15.0,26.3,6617,11590
2013,Menifee,3652,6.4,3807,6.7,17781,31.1,17163,30.0,5429,9.5,6339,11.1,3064,5.4,83459.0,5464.0,6.5,4311.0,5.2,5843.0,7.0,5529.0,6.6,5077.0,6.1,12622.0,15.1,8877.0,10.6,9033.0,10.8,4061.0,4.9,4811.0,5.8,9886.0,11.8,5613.0,6.7,2332.0,2.8,99.0,12.8,27774.0,213131.6,7.2,27774.0,19737.0,8037.0,118.62111935201716,71.06286454957875,28.93713545042126,65.7,18.7,12.7,13.100000000000001,26.0,7459,14832
2013,Milpitas,4287,8.8,3101,6.3,7088,14.5,8563,17.5,4384,9.0,13351,27.3,8152,16.7,69796.0,3588.0,5.1,3778.0,5.4,4147.0,5.9,4850.0,6.9,4507.0,6.5,11774.0,16.9,10289.0,14.7,11029.0,15.8,4455.0,6.4,3400.0,4.9,5288.0,7.6,1877.0,2.7,814.0,1.2,93.0,10.8,20668.0,585066.8,8.4,20668.0,13130.0,7538.0,133.24545819244656,63.52815947358235,36.47184052641765,69.0,16.4,13.4,15.100000000000001,53.0,7388,25887
2013,Napa,5691,10.8,3191,6.1,11209,21.3,13231,25.2,5215,9.9,9403,17.9,4595,8.7,79059.0,5517.0,7.0,4925.0,6.2,5517.0,7.0,5267.0,6.7,5298.0,6.7,11687.0,14.8,10428.0,13.2,10245.0,13.0,5336.0,6.7,4445.0,5.6,5983.0,7.6,2894.0,3.7,1517.0,1.9,255.0,7.8,27476.0,439117.6,5.7,27476.0,14710.0,12766.0,322.5439228930293,53.53763284320861,46.46236715679139,64.60000000000001,20.2,13.4,16.9,36.5,8882,19213
2013,Norwalk,10672,16.5,7746,12.0,18204,28.1,13422,20.7,5849,9.0,6305,9.7,2601,4.0,106588.0,8727.0,8.2,6655.0,6.2,7862.0,7.4,8725.0,8.2,9820.0,9.2,13611.0,12.8,15228.0,14.3,14612.0,13.7,4721.0,4.4,4546.0,4.3,7706.0,7.2,2500.0,2.3,1875.0,1.8,407.0,7.7,27085.0,296805.8,9.4,27085.0,16657.0,10428.0,381.844110031148,61.49898467786598,38.50101532213402,58.99999999999999,21.799999999999997,17.4,28.5,22.7,18418,14755
2013,Pittsburg,4824,11.1,3986,9.1,12224,28.0,11241,25.8,3867,8.9,5572,12.8,1885,4.3,66703.0,4332.0,6.5,5032.0,7.5,4683.0,7.0,3214.0,4.8,5843.0,8.8,10523.0,15.8,9732.0,14.6,7884.0,11.8,4611.0,6.9,2511.0,3.8,4619.0,6.9,2647.0,4.0,1072.0,1.6,185.0,12.5,21368.0,207992.8,10.1,21368.0,10397.0,10971.0,277.34884487954065,48.65687008611007,51.34312991388993,63.8,21.0,13.600000000000001,20.2,26.0,8810,11324
2013,Rancho Cordova,1962,4.3,2931,6.5,11393,25.2,12551,27.8,4698,10.4,8109,17.9,3577,7.9,67919.0,5361.0,7.9,3637.0,5.4,5125.0,7.5,3306.0,4.9,5269.0,7.8,9967.0,14.7,9051.0,13.3,9780.0,14.4,4048.0,6.0,3492.0,5.1,4507.0,6.6,3406.0,5.0,970.0,1.4,352.0,13.6,24032.0,225845.5,11.9,24032.0,12681.0,11351.0,518.2644031861482,52.76714380825565,47.23285619174435,65.1,20.8,12.7,10.8,36.199999999999996,4893,16384
2013,Redding,2025,3.4,4087,6.9,15017,25.2,19061,32.0,7017,11.8,7658,12.8,4773,8.0,91124.0,4910.0,5.4,6722.0,7.4,5349.0,5.9,6920.0,7.6,7585.0,8.3,11520.0,12.6,9054.0,9.9,11550.0,12.7,5701.0,6.3,5591.0,6.1,8674.0,9.5,5240.0,5.8,2308.0,2.5,585.0,9.0,35087.0,195805.8,11.2,35087.0,18191.0,16896.0,641.9823537158159,51.845412830963035,48.154587169036965,62.9,18.700000000000003,15.9,10.3,32.6,6112,19448
2013,Redlands,1612,3.8,2196,5.1,6021,14.1,11525,27.0,3718,8.7,9891,23.2,7718,18.1,70000.0,6388.0,9.1,4654.0,6.6,5475.0,7.8,5267.0,7.5,5535.0,7.9,9331.0,13.3,7810.0,11.2,6962.0,9.9,5067.0,7.2,4240.0,6.1,5165.0,7.4,2634.0,3.8,1472.0,2.1,215.0,6.8,23956.0,268701.4,9.5,23956.0,13817.0,10139.0,307.1428571428571,57.676573718483894,42.32342628151611,58.9,23.5,15.4,8.899999999999999,50.0,3808,21327
2013,Redwood City,4566,8.0,2609,4.5,10792,18.8,10640,18.5,3302,5.8,14389,25.1,11078,19.3,80875.0,6082.0,7.5,5862.0,7.2,3875.0,4.8,3801.0,4.7,3879.0,4.8,13620.0,16.8,13810.0,17.1,12277.0,15.2,4197.0,5.2,4295.0,5.3,5235.0,6.5,2713.0,3.4,1229.0,1.5,190.0,4.6,28091.0,807449.9,6.0,28091.0,14352.0,13739.0,234.9304482225657,51.091096792567015,48.908903207432985,69.50000000000001,19.5,9.5,12.5,50.2,7175,28769
2013,Rialto,8637,15.5,8495,15.2,15428,27.6,13716,24.5,2936,5.3,4550,8.1,2109,3.8,101889.0,8750.0,8.6,9023.0,8.9,9353.0,9.2,10091.0,9.9,8801.0,8.6,12672.0,12.4,13725.0,13.5,13428.0,13.2,5346.0,5.2,3813.0,3.7,3638.0,3.6,2545.0,2.5,704.0,0.7,434.0,10.5,25482.0,194165.4,16.0,25482.0,15531.0,9951.0,425.95373396539367,60.94890510948905,39.05109489051095,54.1,26.7,18.5,30.7,17.2,17132,9595
2013,San Leandro,5572,8.9,3762,6.0,16189,25.9,13246,21.2,4764,7.6,12573,20.1,6423,10.3,87967.0,3684.0,4.2,5140.0,5.8,6296.0,7.2,4116.0,4.7,6202.0,7.1,9248.0,10.5,13775.0,15.7,14693.0,16.7,6200.0,7.0,6748.0,7.7,6564.0,7.5,3220.0,3.7,2081.0,2.4,394.0,8.3,32580.0,373528.3,10.4,32580.0,17626.0,14954.0,447.89523343981267,54.10067526089626,45.89932473910375,68.8,17.2,11.8,14.9,38.0,9334,23760
2013,South San Francisco,3489,7.7,2016,4.4,11273,24.8,10170,22.3,5639,12.4,9786,21.5,3136,6.9,66174.0,4603.0,7.0,3750.0,5.7,4591.0,6.9,3063.0,4.6,4658.0,7.0,8959.0,13.5,8894.0,13.4,9431.0,14.3,4568.0,6.9,4475.0,6.8,5546.0,8.4,2089.0,3.2,1547.0,2.3,118.0,9.4,19958.0,567063.7,5.6,19958.0,12341.0,7617.0,178.31776830779458,61.83485319170258,38.16514680829742,66.5,19.6,11.6,12.100000000000001,40.8,5505,18561
2013,Tracy,4098,8.4,3454,7.1,11574,23.8,14366,29.6,5074,10.4,8176,16.8,1852,3.8,84683.0,6845.0,8.1,7410.0,8.8,8443.0,10.0,7291.0,8.6,6100.0,7.2,11581.0,13.7,11887.0,14.0,12567.0,14.8,4287.0,5.1,2963.0,3.5,3449.0,4.1,1079.0,1.3,781.0,0.9,152.0,10.3,25150.0,312239.7,6.3,25150.0,14861.0,10289.0,179.49293246578415,59.08946322067594,40.91053677932406,56.5,26.9,15.8,15.5,31.0,7552,15102
2013,Turlock,4921,11.2,3663,8.3,13334,30.2,10374,23.5,2344,5.3,5836,13.2,3638,8.2,70358.0,5049.0,7.2,5341.0,7.6,4767.0,6.8,6517.0,9.3,4574.0,6.5,10011.0,14.2,10347.0,14.7,7492.0,10.6,3679.0,5.2,3867.0,5.5,4877.0,6.9,2150.0,3.1,1687.0,2.4,310.0,14.0,23333.0,194571.3,15.4,23333.0,11482.0,11851.0,440.60376929418123,49.20927441820597,50.79072558179403,60.2,21.6,15.8,19.5,26.7,8584,11818
2013,Tustin,3947,7.6,3557,6.9,9571,18.5,11222,21.7,3233,6.2,11908,23.0,8344,16.1,78326.0,5767.0,7.4,5806.0,7.4,5414.0,6.9,4619.0,5.9,4938.0,6.3,13604.0,17.4,10990.0,14.0,11508.0,14.7,4375.0,5.6,3747.0,4.8,3607.0,4.6,2511.0,3.2,1440.0,1.8,100.0,6.7,25415.0,487195.5,7.8,25415.0,12357.0,13058.0,127.67152669611623,48.62089317332284,51.37910682667716,64.3,21.700000000000003,12.2,14.5,45.300000000000004,7504,23485
2013,Union City,3181,6.3,2862,5.7,14422,28.6,10080,20.0,2892,5.7,12175,24.2,4756,9.4,72540.0,4878.0,6.7,5022.0,6.9,3423.0,4.7,4193.0,5.8,4656.0,6.4,12160.0,16.8,9853.0,13.6,8879.0,12.2,4798.0,6.6,4754.0,6.6,5598.0,7.7,3759.0,5.2,567.0,0.8,218.0,8.1,20006.0,488451.1,5.5,20006.0,12237.0,7769.0,300.5238489109457,61.1666500049985,38.8333499950015,68.7,18.3,12.2,12.0,39.300000000000004,6043,19823
2013,Upland,1361,2.7,2842,5.6,12773,25.4,12236,24.3,5364,10.7,10452,20.8,5288,10.5,75420.0,5335.0,7.1,4298.0,5.7,4508.0,6.0,5023.0,6.7,5940.0,7.9,10755.0,14.3,8952.0,11.9,11389.0,15.1,4751.0,6.3,4132.0,5.5,6122.0,8.1,2427.0,3.2,1788.0,2.4,163.0,6.9,27452.0,378215.6,11.1,27452.0,15681.0,11771.0,216.12304428533542,57.121521200641126,42.87847879935888,64.4,18.8,14.600000000000001,8.3,42.0,4203,21104
2013,West Covina,5187,7.2,6396,8.9,18031,25.1,16297,22.7,7006,9.8,15283,21.3,3496,4.9,107741.0,5408.0,5.0,6561.0,6.1,7929.0,7.4,6710.0,6.2,9437.0,8.8,16219.0,15.1,11966.0,11.1,15174.0,14.1,9051.0,8.4,6000.0,5.6,6486.0,6.0,4741.0,4.4,2059.0,1.9,231.0,13.2,30801.0,372442.2,6.4,30801.0,19648.0,11153.0,214.40305918823844,63.7901366838739,36.2098633161261,64.7,18.5,15.0,16.1,36.0,11583,25785
2013,Westminster,8476,13.3,7060,11.1,13903,21.9,14419,22.7,5819,9.2,10397,16.4,3426,5.4,91750.0,4704.0,5.1,5202.0,5.7,6811.0,7.4,6219.0,6.8,5314.0,5.8,12016.0,13.1,13173.0,14.4,12949.0,14.1,5229.0,5.7,4859.0,5.3,7122.0,7.8,5795.0,6.3,2357.0,2.6,283.0,8.7,27154.0,459432.0,17.9,27154.0,14512.0,12642.0,308.44686648501363,53.44332326729027,46.556676732709725,66.7,18.200000000000003,12.6,24.4,30.999999999999996,15536,19642
2013,Whittier,3755,6.8,5183,9.4,12894,23.3,13380,24.2,6407,11.6,8975,16.2,4776,8.6,86618.0,6650.0,7.7,6196.0,7.2,4837.0,5.6,6812.0,7.9,6753.0,7.8,10904.0,12.6,11788.0,13.6,11731.0,13.5,5261.0,6.1,4457.0,5.1,4835.0,5.6,3720.0,4.3,2674.0,3.1,223.0,7.2,27299.0,355211.3,12.4,27299.0,16173.0,11126.0,257.45226165462145,59.243928349023776,40.756071650976224,60.800000000000004,20.5,15.7,16.2,36.4,8938,20158
2013,Yuba City,3821,9.5,3042,7.5,11449,28.3,10830,26.8,4715,11.7,4776,11.8,1797,4.4,65410.0,5156.0,7.9,5529.0,8.5,4408.0,6.7,4675.0,7.1,5212.0,8.0,8120.0,12.4,8744.0,13.4,8148.0,12.5,4059.0,6.2,3342.0,5.1,4954.0,7.6,2022.0,3.1,1041.0,1.6,174.0,14.6,20950.0,175069.4,17.8,20950.0,11244.0,9706.0,266.014370891301,53.67064439140812,46.32935560859189,60.300000000000004,23.099999999999998,15.1,17.0,27.900000000000002,6863,11288
2014,Alhambra,7599,12.3,5436,8.8,14238,23.0,11022,17.8,5754,9.3,12019,19.4,5824,9.4,85585.0,4654.0,5.4,4152.0,4.9,4336.0,5.1,4090.0,4.8,6461.0,7.5,12917.0,15.1,11253.0,13.1,12775.0,14.9,7175.0,8.4,5537.0,6.5,6784.0,7.9,4249.0,5.0,1202.0,1.4,168.0,6.0,27880.0,506728.2,13.6,27880.0,11089.0,16791.0,196.29607992054684,39.77403156384505,60.22596843615495,70.9,15.4,12.3,21.1,38.099999999999994,13035,23597
2014,Apple Valley,791,1.7,4846,10.5,13653,29.5,13631,29.4,5238,11.3,4979,10.7,3207,6.9,71586.0,4551.0,6.4,5298.0,7.4,5151.0,7.2,4726.0,6.6,5515.0,7.7,9624.0,13.4,7483.0,10.5,9210.0,12.9,4829.0,6.7,3170.0,4.4,7397.0,10.3,2776.0,3.9,1856.0,2.6,212.0,10.6,23822.0,179401.9,10.5,23822.0,15229.0,8593.0,296.14729136982095,63.92830156997733,36.07169843002267,62.1,21.0,14.3,12.2,28.900000000000002,5637,13424
2014,Baldwin Park,9157,18.4,5056,10.2,18632,37.5,7019,14.1,3919,7.9,4669,9.4,1257,2.5,77134.0,5214.0,6.8,5118.0,6.6,5099.0,6.6,5923.0,7.7,6071.0,7.9,13109.0,17.0,9140.0,11.8,10667.0,13.8,4956.0,6.4,3727.0,4.8,4790.0,6.2,2592.0,3.4,728.0,0.9,219.0,6.4,19153.0,321807.0,14.3,19153.0,10291.0,8862.0,283.9214872818731,53.7304860857307,46.269513914269304,63.4,20.0,15.600000000000001,28.599999999999998,19.8,14213,9845
2014,Bellflower,7023,13.9,4828,9.5,14336,28.3,12556,24.8,3449,6.8,6590,13.0,1794,3.5,78246.0,5279.0,6.7,5811.0,7.4,5825.0,7.4,5194.0,6.6,5561.0,7.1,12428.0,15.9,9231.0,11.8,11166.0,14.3,5390.0,6.9,3880.0,5.0,5258.0,6.7,2043.0,2.6,1180.0,1.5,293.0,6.9,23975.0,367450.0,10.8,23975.0,9622.0,14353.0,374.4600362957851,40.13347236704901,59.86652763295099,63.2,21.5,13.7,23.4,23.3,11851,11833
2014,Buena Park,5059,9.2,2969,5.4,13260,24.1,12664,23.0,4755,8.6,13437,24.4,2955,5.4,83114.0,5948.0,7.2,5515.0,6.6,5055.0,6.1,4842.0,5.8,6655.0,8.0,13558.0,16.3,11206.0,13.5,11256.0,13.5,5997.0,7.2,4039.0,4.9,4871.0,5.9,2660.0,3.2,1512.0,1.8,217.0,4.4,24001.0,442684.3,12.3,24001.0,12837.0,11164.0,261.0871814616069,53.48527144702304,46.51472855297696,64.5,19.9,13.8,14.6,38.4,8028,21147
2014,Carson,6784,11.1,6116,10.0,14150,23.1,15945,26.1,4741,7.7,9455,15.5,3986,6.5,93272.0,5788.0,6.2,6137.0,6.6,6054.0,6.5,6428.0,6.9,7688.0,8.2,13513.0,14.5,12202.0,13.1,12153.0,13.0,6446.0,6.9,4288.0,4.6,7167.0,7.7,4251.0,4.6,1157.0,1.2,339.0,10.6,25325.0,364105.9,11.2,25325.0,18453.0,6872.0,363.4531263401664,72.86475814412637,27.135241855873645,64.4,19.3,15.1,21.1,29.7,12900,18182
2014,Chino,5626,9.7,8753,15.2,14025,24.3,15728,27.2,3672,6.4,6603,11.4,3358,5.8,84743.0,5346.0,6.3,4934.0,5.8,4923.0,5.8,4418.0,5.2,7357.0,8.7,13799.0,16.3,13675.0,16.1,15229.0,18.0,5716.0,6.7,2372.0,2.8,4774.0,5.6,1669.0,2.0,531.0,0.6,186.0,9.0,18218.0,393710.9,7.1,18218.0,11883.0,6335.0,219.48715528126218,65.22669886925019,34.77330113074981,67.5,17.9,13.899999999999999,24.9,23.6,14379,13633
2014,Chino Hills,1409,2.8,1911,3.8,7608,15.0,12113,23.8,4956,9.7,15442,30.4,7402,14.6,77005.0,5739.0,7.5,5221.0,6.8,5066.0,6.6,4946.0,6.4,5192.0,6.7,10807.0,14.0,11249.0,14.6,12534.0,16.3,5649.0,7.3,4492.0,5.8,2939.0,3.8,1954.0,2.5,1217.0,1.6,61.0,6.2,21940.0,527993.1,7.7,21940.0,16280.0,5660.0,79.215635348354,74.20237010027347,25.797629899726527,64.3,20.9,13.100000000000001,6.6,54.7,3320,27800
2014,Citrus Heights,1768,2.9,3616,6.0,17533,29.0,18710,31.0,6917,11.4,7759,12.8,4131,6.8,86147.0,5677.0,6.6,4889.0,5.7,5393.0,6.3,4042.0,4.7,5712.0,6.6,15241.0,17.7,9176.0,10.7,10924.0,12.7,6031.0,7.0,4989.0,5.8,7533.0,8.7,4566.0,5.3,1974.0,2.3,389.0,10.7,33709.0,231734.2,11.5,33709.0,18830.0,14879.0,451.5537395382312,55.8604526980925,44.1395473019075,67.89999999999999,18.6,11.3,8.9,31.0,5384,18807
2014,Clovis,2739,4.4,4885,7.9,13257,21.3,16852,27.1,6467,10.4,11712,18.8,6276,10.1,102190.0,8500.0,8.3,9461.0,9.3,7869.0,7.7,7060.0,6.9,7112.0,7.0,14981.0,14.7,12788.0,12.5,14283.0,14.0,4061.0,4.0,5492.0,5.4,6036.0,5.9,3009.0,2.9,1538.0,1.5,216.0,10.2,34358.0,268993.3,12.0,34358.0,19226.0,15132.0,211.37097563362363,55.95785552127598,44.04214447872402,59.4,25.3,13.9,12.3,39.3,7624,24455
2014,Daly City,8226,10.9,4209,5.6,16492,21.8,15252,20.2,5314,7.0,20835,27.5,5333,7.0,106099.0,5552.0,5.2,5608.0,5.3,5089.0,4.8,6372.0,6.0,7817.0,7.4,17198.0,16.2,15664.0,14.8,12982.0,12.2,6285.0,5.9,5587.0,5.3,10175.0,9.6,5836.0,5.5,1934.0,1.8,194.0,5.7,29834.0,617922.8,8.5,29834.0,15184.0,14650.0,182.84809470400285,50.894952068110214,49.105047931889786,69.5,15.3,13.4,16.5,41.5,12435,31482
