Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2016,Laguna Niguel,"65,328","3,576",5.50%,"3,571",5.50%,"2,766",4.20%,"3,970",6.10%,"4,097",6.30%,"8,039",12.30%,"6,352",9.70%,"9,381",14.40%,"6,803",10.40%,"5,453",8.30%,"5,962",9.10%,"3,491",5.30%,"1,867",2.90%
2016,Lake Forest,"83,236","5,259",6.30%,"3,753",4.50%,"5,461",6.60%,"4,404",5.30%,"5,499",6.60%,"11,887",14.30%,"12,508",15.00%,"13,106",15.70%,"4,952",5.90%,"5,294",6.40%,"6,687",8.00%,"3,018",3.60%,"1,408",1.70%
2016,Lakewood,"81,121","7,187",8.90%,"4,240",5.20%,"5,091",6.30%,"5,824",7.20%,"5,366",6.60%,"11,032",13.60%,"12,291",15.20%,"9,974",12.30%,"3,896",4.80%,"6,346",7.80%,"5,747",7.10%,"2,355",2.90%,"1,772",2.20%
2016,Lancaster,"160,107","13,281",8.30%,"12,475",7.80%,"9,963",6.20%,"12,432",7.80%,"11,188",7.00%,"23,560",14.70%,"20,419",12.80%,"21,701",13.60%,"10,278",6.40%,"9,027",5.60%,"9,457",5.90%,"4,429",2.80%,"1,897",1.20%
2016,Livermore,"89,118","5,549",6.20%,"5,127",5.80%,"6,456",7.20%,"4,745",5.30%,"4,882",5.50%,"11,933",13.40%,"10,379",11.60%,"16,542",18.60%,"6,915",7.80%,"5,483",6.20%,"7,290",8.20%,"2,935",3.30%,882,1.00%
2016,Long Beach,"470,140","34,003",7.20%,"29,588",6.30%,"28,727",6.10%,"30,508",6.50%,"38,570",8.20%,"82,678",17.60%,"63,839",13.60%,"64,130",13.60%,"25,005",5.30%,"23,722",5.00%,"31,167",6.60%,"12,372",2.60%,"5,831",1.20%
2016,Los Angeles,"3,976,324","233,976",5.90%,"238,426",6.00%,"219,799",5.50%,"239,033",6.00%,"310,019",7.80%,"708,811",17.80%,"566,352",14.20%,"536,618",13.50%,"237,125",6.00%,"204,961",5.20%,"268,156",6.70%,"144,337",3.60%,"68,711",1.70%
2016,Lynwood,"71,184","5,435",7.60%,"6,059",8.50%,"6,628",9.30%,"6,028",8.50%,"5,872",8.20%,"11,962",16.80%,"11,602",16.30%,"6,747",9.50%,"3,738",5.30%,"2,290",3.20%,"2,876",4.00%,"1,334",1.90%,613,0.90%
2016,Manteca,"76,912","6,207",8.10%,"6,980",9.10%,"4,673",6.10%,"4,487",5.80%,"5,899",7.70%,"10,838",14.10%,"8,919",11.60%,"10,471",13.60%,"4,088",5.30%,"5,531",7.20%,"5,001",6.50%,"3,060",4.00%,758,1.00%
2016,Menifee,"88,510","5,818",6.60%,"5,589",6.30%,"5,852",6.60%,"7,228",8.20%,"4,198",4.70%,"12,207",13.80%,"9,813",11.10%,"9,783",11.10%,"5,712",6.50%,"4,791",5.40%,"8,537",9.60%,"6,481",7.30%,"2,501",2.80%
2016,Merced,"82,573","6,431",7.80%,"6,420",7.80%,"7,683",9.30%,"7,805",9.50%,"8,371",10.10%,"13,247",16.00%,"10,298",12.50%,"8,480",10.30%,"4,041",4.90%,"2,913",3.50%,"4,065",4.90%,"1,999",2.40%,820,1.00%
2016,Milpitas,"77,534","5,175",6.70%,"5,683",7.30%,"3,669",4.70%,"2,734",3.50%,"4,825",6.20%,"15,227",19.60%,"10,792",13.90%,"9,731",12.60%,"5,953",7.70%,"4,532",5.80%,"4,629",6.00%,"3,538",4.60%,"1,046",1.30%
2016,Mission Viejo,"96,386","4,673",4.80%,"5,539",5.70%,"5,233",5.40%,"6,748",7.00%,"4,251",4.40%,"10,147",10.50%,"13,484",14.00%,"15,346",15.90%,"7,054",7.30%,"6,180",6.40%,"10,369",10.80%,"5,089",5.30%,"2,273",2.40%
2016,Modesto,"212,172","17,091",8.10%,"15,145",7.10%,"17,449",8.20%,"12,717",6.00%,"13,429",6.30%,"30,870",14.50%,"27,907",13.20%,"23,668",11.20%,"12,176",5.70%,"13,261",6.30%,"17,755",8.40%,"7,537",3.60%,"3,167",1.50%
2016,Moreno Valley,"205,516","17,866",8.70%,"15,798",7.70%,"17,467",8.50%,"15,687",7.60%,"20,454",10.00%,"32,317",15.70%,"27,414",13.30%,"25,756",12.50%,"10,202",5.00%,"7,329",3.60%,"10,135",4.90%,"3,673",1.80%,"1,418",0.70%
2016,Mountain View,"80,459","4,748",5.90%,"4,647",5.80%,"5,273",6.60%,"3,156",3.90%,"4,497",5.60%,"18,195",22.60%,"14,206",17.70%,"8,617",10.70%,"4,145",5.20%,"4,033",5.00%,"4,674",5.80%,"2,343",2.90%,"1,925",2.40%
2016,Murrieta,"111,682","7,744",6.90%,"7,761",6.90%,"10,682",9.60%,"7,545",6.80%,"8,882",8.00%,"15,449",13.80%,"13,865",12.40%,"14,278",12.80%,"7,801",7.00%,"4,921",4.40%,"7,342",6.60%,"3,820",3.40%,"1,592",1.40%
2016,Napa,"80,412","4,007",5.00%,"5,057",6.30%,"5,727",7.10%,"5,047",6.30%,"4,406",5.50%,"10,381",12.90%,"10,561",13.10%,"10,605",13.20%,"5,565",6.90%,"4,605",5.70%,"8,004",10.00%,"4,394",5.50%,"2,053",2.60%
2016,Newport Beach,"86,683","4,389",5.10%,"3,388",3.90%,"5,128",5.90%,"3,285",3.80%,"4,563",5.30%,"12,924",14.90%,"10,088",11.60%,"10,466",12.10%,"6,740",7.80%,"6,087",7.00%,"10,572",12.20%,"5,628",6.50%,"3,425",4.00%
2016,Norwalk,"106,161","6,752",6.40%,"6,215",5.90%,"8,548",8.10%,"8,838",8.30%,"6,743",6.40%,"16,137",15.20%,"13,719",12.90%,"14,205",13.40%,"6,431",6.10%,"5,588",5.30%,"8,602",8.10%,"2,934",2.80%,"1,449",1.40%
2016,Oakland,"419,987","27,607",6.60%,"21,512",5.10%,"20,955",5.00%,"20,299",4.80%,"26,742",6.40%,"82,244",19.60%,"66,474",15.80%,"53,080",12.60%,"24,726",5.90%,"23,041",5.50%,"32,084",7.60%,"14,459",3.40%,"6,764",1.60%
2016,Oceanside,"175,441","11,725",6.70%,"10,768",6.10%,"10,936",6.20%,"9,454",5.40%,"12,513",7.10%,"26,924",15.30%,"20,126",11.50%,"20,006",11.40%,"13,661",7.80%,"9,965",5.70%,"17,243",9.80%,"8,104",4.60%,"4,016",2.30%
2016,Ontario,"173,211","11,613",6.70%,"13,669",7.90%,"12,652",7.30%,"12,087",7.00%,"13,306",7.70%,"27,996",16.20%,"24,548",14.20%,"23,794",13.70%,"9,722",5.60%,"7,710",4.50%,"9,847",5.70%,"3,759",2.20%,"2,508",1.40%
2016,Orange,"140,507","8,360",5.90%,"8,350",5.90%,"9,925",7.10%,"11,189",8.00%,"9,827",7.00%,"21,187",15.10%,"19,448",13.80%,"19,387",13.80%,"8,184",5.80%,"7,858",5.60%,"9,354",6.70%,"4,930",3.50%,"2,508",1.80%
2016,Oxnard,"207,911","15,199",7.30%,"17,433",8.40%,"17,890",8.60%,"14,065",6.80%,"15,838",7.60%,"30,982",14.90%,"29,802",14.30%,"25,593",12.30%,"10,568",5.10%,"9,768",4.70%,"12,086",5.80%,"6,210",3.00%,"2,477",1.20%
2016,Palmdale,"157,349","13,088",8.30%,"15,269",9.70%,"13,092",8.30%,"12,021",7.60%,"11,438",7.30%,"22,653",14.40%,"17,847",11.30%,"22,350",14.20%,"8,708",5.50%,"6,985",4.40%,"8,462",5.40%,"4,128",2.60%,"1,308",0.80%
2016,Palo Alto,"67,021","2,509",3.70%,"3,071",4.60%,"5,021",7.50%,"3,749",5.60%,"3,313",4.90%,"7,284",10.90%,"8,308",12.40%,"10,337",15.40%,"5,051",7.50%,"4,319",6.40%,"6,445",9.60%,"5,251",7.80%,"2,363",3.50%
2016,Pasadena,"142,052","9,792",6.90%,"7,410",5.20%,"4,410",3.10%,"5,973",4.20%,"9,316",6.60%,"25,462",17.90%,"21,045",14.80%,"17,182",12.10%,"11,635",8.20%,"7,738",5.40%,"11,908",8.40%,"6,980",4.90%,"3,201",2.30%
2016,Perris,"76,330","6,356",8.30%,"6,954",9.10%,"5,187",6.80%,"9,980",13.10%,"6,681",8.80%,"12,075",15.80%,"8,553",11.20%,"10,030",13.10%,"3,684",4.80%,"2,148",2.80%,"3,302",4.30%,770,1.00%,610,0.80%
2016,Pittsburg,"70,677","5,514",7.80%,"5,958",8.40%,"5,369",7.60%,"3,980",5.60%,"4,998",7.10%,"10,581",15.00%,"9,932",14.10%,"9,050",12.80%,"3,840",5.40%,"3,835",5.40%,"5,456",7.70%,"1,750",2.50%,414,0.60%
2016,Pleasanton,"82,267","3,922",4.80%,"6,189",7.50%,"6,802",8.30%,"5,451",6.60%,"2,450",3.00%,"7,787",9.50%,"11,258",13.70%,"14,443",17.60%,"6,843",8.30%,"5,314",6.50%,"6,888",8.40%,"3,535",4.30%,"1,385",1.70%
2016,Pomona,"152,476","12,823",8.40%,"9,592",6.30%,"10,892",7.10%,"12,765",8.40%,"17,195",11.30%,"23,621",15.50%,"18,849",12.40%,"17,748",11.60%,"8,764",5.70%,"7,997",5.20%,"7,188",4.70%,"3,560",2.30%,"1,482",1.00%
2016,Rancho Cordova,"72,319","5,399",7.50%,"5,069",7.00%,"5,577",7.70%,"3,969",5.50%,"3,946",5.50%,"13,230",18.30%,"10,306",14.30%,"9,187",12.70%,"3,666",5.10%,"2,961",4.10%,"4,578",6.30%,"3,325",4.60%,"1,106",1.50%
2016,Rancho Cucamonga,"176,540","10,526",6.00%,"10,087",5.70%,"11,577",6.60%,"12,987",7.40%,"12,551",7.10%,"27,898",15.80%,"25,602",14.50%,"25,576",14.50%,"10,890",6.20%,"10,323",5.80%,"12,197",6.90%,"4,207",2.40%,"2,119",1.20%
2016,Redding,"91,797","6,149",6.70%,"4,306",4.70%,"5,750",6.30%,"6,171",6.70%,"6,929",7.50%,"12,689",13.80%,"10,098",11.00%,"10,282",11.20%,"5,977",6.50%,"6,196",6.70%,"9,783",10.70%,"5,857",6.40%,"1,610",1.80%
2016,Redlands,"71,288","5,101",7.20%,"5,010",7.00%,"3,838",5.40%,"4,461",6.30%,"5,541",7.80%,"12,121",17.00%,"8,969",12.60%,"7,034",9.90%,"3,703",5.20%,"4,182",5.90%,"6,076",8.50%,"2,894",4.10%,"2,358",3.30%
2016,Redondo Beach,"67,863","3,500",5.20%,"4,092",6.00%,"2,854",4.20%,"2,849",4.20%,"1,714",2.50%,"9,812",14.50%,"9,808",14.50%,"11,895",17.50%,"5,787",8.50%,"5,394",7.90%,"6,589",9.70%,"2,204",3.20%,"1,365",2.00%
2016,Redwood City,"84,965","5,185",6.10%,"5,356",6.30%,"4,155",4.90%,"3,938",4.60%,"6,480",7.60%,"16,542",19.50%,"11,475",13.50%,"12,554",14.80%,"5,681",6.70%,"3,948",4.60%,"5,018",5.90%,"2,717",3.20%,"1,916",2.30%
2016,Rialto,"103,300","8,107",7.80%,"8,095",7.80%,"8,883",8.60%,"9,453",9.20%,"9,647",9.30%,"17,296",16.70%,"11,885",11.50%,"12,277",11.90%,"5,198",5.00%,"3,994",3.90%,"5,226",5.10%,"2,376",2.30%,863,0.80%
2016,Richmond,"109,814","5,950",5.40%,"8,287",7.50%,"6,640",6.00%,"7,034",6.40%,"7,946",7.20%,"16,680",15.20%,"16,468",15.00%,"14,686",13.40%,"6,009",5.50%,"5,456",5.00%,"9,420",8.60%,"3,856",3.50%,"1,382",1.30%
2016,Riverside,"324,727","20,143",6.20%,"22,435",6.90%,"22,742",7.00%,"29,519",9.10%,"30,984",9.50%,"51,854",16.00%,"42,075",13.00%,"38,063",11.70%,"15,896",4.90%,"17,164",5.30%,"20,023",6.20%,"9,742",3.00%,"4,087",1.30%
2016,Roseville,"132,683","7,195",5.40%,"9,115",6.90%,"8,825",6.70%,"10,155",7.70%,"6,223",4.70%,"15,584",11.70%,"17,798",13.40%,"18,128",13.70%,"9,033",6.80%,"7,540",5.70%,"11,612",8.80%,"6,912",5.20%,"4,563",3.40%
2016,Sacramento,"495,200","30,149",6.10%,"30,983",6.30%,"31,856",6.40%,"30,296",6.10%,"34,199",6.90%,"92,883",18.80%,"64,225",13.00%,"58,731",11.90%,"27,788",5.60%,"28,105",5.70%,"40,137",8.10%,"16,734",3.40%,"9,114",1.80%
2016,Salinas,"157,224","13,191",8.40%,"12,750",8.10%,"13,452",8.60%,"12,148",7.70%,"11,874",7.60%,"25,921",16.50%,"24,797",15.80%,"15,782",10.00%,"7,412",4.70%,"6,430",4.10%,"8,433",5.40%,"3,451",2.20%,"1,583",1.00%
2016,San Bernardino,"216,242","20,789",9.60%,"18,130",8.40%,"17,031",7.90%,"19,847",9.20%,"19,579",9.10%,"31,325",14.50%,"26,596",12.30%,"23,784",11.00%,"12,494",5.80%,"8,413",3.90%,"11,055",5.10%,"5,303",2.50%,"1,896",0.90%
2016,San Buenaventura (Ventura),"109,591","6,842",6.20%,"6,094",5.60%,"6,010",5.50%,"5,528",5.00%,"7,710",7.00%,"14,954",13.60%,"14,811",13.50%,"12,782",11.70%,"8,299",7.60%,"7,883",7.20%,"11,256",10.30%,"4,252",3.90%,"3,170",2.90%
2016,San Clemente,"65,304","3,196",4.90%,"3,791",5.80%,"4,878",7.50%,"2,804",4.30%,"3,218",4.90%,"6,642",10.20%,"8,222",12.60%,"10,294",15.80%,"4,935",7.60%,"5,387",8.20%,"7,157",11.00%,"3,294",5.00%,"1,486",2.30%
2016,San Diego,"1,406,622","81,880",5.80%,"76,488",5.40%,"74,165",5.30%,"87,620",6.20%,"128,638",9.10%,"264,385",18.80%,"196,307",14.00%,"173,422",12.30%,"77,454",5.50%,"73,349",5.20%,"98,211",7.00%,"49,788",3.50%,"24,915",1.80%
2016,San Francisco,"870,887","39,668",4.60%,"33,176",3.80%,"27,943",3.20%,"30,893",3.50%,"49,511",5.70%,"203,463",23.40%,"137,227",15.80%,"117,988",13.50%,"50,841",5.80%,"50,840",5.80%,"70,829",8.10%,"36,640",4.20%,"21,868",2.50%
2016,San Jose,"1,025,373","64,238",6.30%,"66,046",6.40%,"65,526",6.40%,"62,172",6.10%,"69,750",6.80%,"165,408",16.10%,"148,167",14.50%,"144,401",14.10%,"64,445",6.30%,"56,839",5.50%,"70,764",6.90%,"33,372",3.30%,"14,245",1.40%
2016,San Leandro,"90,460","5,028",5.60%,"5,107",5.60%,"4,693",5.20%,"4,133",4.60%,"4,827",5.30%,"12,552",13.90%,"10,273",11.40%,"15,183",16.80%,"5,437",6.00%,"7,199",8.00%,"8,644",9.60%,"4,450",4.90%,"2,934",3.20%
2016,San Marcos,"95,268","6,845",7.20%,"7,868",8.30%,"8,818",9.30%,"6,852",7.20%,"7,130",7.50%,"10,662",11.20%,"13,565",14.20%,"12,050",12.60%,"5,899",6.20%,"4,433",4.70%,"6,943",7.30%,"2,135",2.20%,"2,068",2.20%
2016,San Mateo,"103,959","6,265",6.00%,"5,802",5.60%,"5,461",5.30%,"5,017",4.80%,"5,920",5.70%,"17,417",16.80%,"16,099",15.50%,"14,684",14.10%,"5,931",5.70%,"4,762",4.60%,"9,161",8.80%,"4,685",4.50%,"2,755",2.70%
2016,San Ramon,"75,643","4,723",6.20%,"4,410",5.80%,"6,584",8.70%,"5,653",7.50%,"3,494",4.60%,"7,803",10.30%,"12,825",17.00%,"14,853",19.60%,"4,932",6.50%,"2,922",3.90%,"5,016",6.60%,"2,041",2.70%,387,0.50%
2016,Santa Ana,"334,236","24,161",7.20%,"27,111",8.10%,"23,263",7.00%,"24,622",7.40%,"28,634",8.60%,"58,280",17.40%,"46,397",13.90%,"42,469",12.70%,"17,105",5.10%,"14,280",4.30%,"15,748",4.70%,"8,967",2.70%,"3,199",1.00%
2016,Santa Barbara,"91,940","4,212",4.60%,"4,812",5.20%,"4,392",4.80%,"5,524",6.00%,"8,430",9.20%,"13,581",14.80%,"10,927",11.90%,"11,748",12.80%,"4,964",5.40%,"5,747",6.30%,"9,923",10.80%,"5,100",5.50%,"2,580",2.80%
2016,Santa Clara,"125,938","9,354",7.40%,"7,642",6.10%,"6,312",5.00%,"8,861",7.00%,"9,612",7.60%,"25,942",20.60%,"20,387",16.20%,"14,527",11.50%,"5,348",4.20%,"4,288",3.40%,"7,507",6.00%,"3,644",2.90%,"2,514",2.00%
2016,Santa Clarita,"181,960","8,901",4.90%,"11,565",6.40%,"11,169",6.10%,"12,572",6.90%,"13,265",7.30%,"21,883",12.00%,"23,261",12.80%,"30,692",16.90%,"13,562",7.50%,"11,207",6.20%,"13,425",7.40%,"7,871",4.30%,"2,587",1.40%
2016,Santa Maria,"106,286","10,178",9.60%,"9,718",9.10%,"7,700",7.20%,"6,349",6.00%,"10,566",9.90%,"16,090",15.10%,"14,259",13.40%,"11,004",10.40%,"4,855",4.60%,"3,723",3.50%,"6,070",5.70%,"3,836",3.60%,"1,938",1.80%
2016,Santa Monica,"92,478","2,354",2.50%,"4,045",4.40%,"3,440",3.70%,"3,501",3.80%,"4,275",4.60%,"21,861",23.60%,"11,044",11.90%,"12,553",13.60%,"6,159",6.70%,"6,921",7.50%,"8,975",9.70%,"4,583",5.00%,"2,767",3.00%
2016,Santa Rosa,"175,143","10,733",6.10%,"10,407",5.90%,"11,381",6.50%,"10,190",5.80%,"10,118",5.80%,"24,590",14.00%,"22,287",12.70%,"22,688",13.00%,"10,323",5.90%,"12,649",7.20%,"17,122",9.80%,"7,725",4.40%,"4,930",2.80%
2016,Simi Valley,"126,327","7,042",5.60%,"7,926",6.30%,"7,705",6.10%,"8,051",6.40%,"7,845",6.20%,"16,718",13.20%,"16,386",13.00%,"19,505",15.40%,"9,008",7.10%,"8,047",6.40%,"11,202",8.90%,"4,312",3.40%,"2,580",2.00%
2016,South Gate,"95,537","6,442",6.70%,"7,125",7.50%,"8,758",9.20%,"7,594",7.90%,"7,761",8.10%,"13,939",14.60%,"13,722",14.40%,"12,202",12.80%,"4,199",4.40%,"4,265",4.50%,"6,166",6.50%,"1,854",1.90%,"1,510",1.60%
2016,South San Francisco,"66,989","3,489",5.20%,"3,608",5.40%,"4,097",6.10%,"3,208",4.80%,"2,561",3.80%,"13,040",19.50%,"9,853",14.70%,"8,011",12.00%,"4,680",7.00%,"4,780",7.10%,"5,039",7.50%,"2,554",3.80%,"2,069",3.10%
2016,Stockton,"307,057","23,552",7.70%,"25,528",8.30%,"23,529",7.70%,"22,666",7.40%,"22,704",7.40%,"45,691",14.90%,"36,726",12.00%,"37,320",12.20%,"16,084",5.20%,"15,209",5.00%,"22,502",7.30%,"10,592",3.40%,"4,954",1.60%
2016,Sunnyvale,"152,762","11,615",7.60%,"10,250",6.70%,"7,580",5.00%,"6,871",4.50%,"6,921",4.50%,"31,186",20.40%,"25,628",16.80%,"20,084",13.10%,"8,719",5.70%,"6,022",3.90%,"9,286",6.10%,"5,521",3.60%,"3,079",2.00%
2016,Temecula,"113,062","8,979",7.90%,"7,396",6.50%,"9,604",8.50%,"9,463",8.40%,"7,776",6.90%,"14,547",12.90%,"13,591",12.00%,"19,276",17.00%,"6,434",5.70%,"5,202",4.60%,"7,115",6.30%,"2,870",2.50%,809,0.70%
2016,Thousand Oaks,"128,915","6,928",5.40%,"6,533",5.10%,"7,045",5.50%,"8,750",6.80%,"7,216",5.60%,"14,388",11.20%,"14,153",11.00%,"21,026",16.30%,"10,497",8.10%,"9,410",7.30%,"11,983",9.30%,"7,935",6.20%,"3,051",2.40%
2016,Torrance,"147,185","8,516",5.80%,"8,923",6.10%,"8,423",5.70%,"7,830",5.30%,"8,514",5.80%,"18,599",12.60%,"22,290",15.10%,"20,539",14.00%,"12,485",8.50%,"8,525",5.80%,"11,035",7.50%,"6,513",4.40%,"4,993",3.40%
2016,Tracy,"89,263","5,703",6.40%,"6,262",7.00%,"7,082",7.90%,"8,455",9.50%,"5,837",6.50%,"11,209",12.60%,"12,419",13.90%,"13,384",15.00%,"6,498",7.30%,"3,463",3.90%,"5,134",5.80%,"3,101",3.50%,716,0.80%
2016,Turlock,"72,808","3,882",5.30%,"3,422",4.70%,"5,670",7.80%,"6,132",8.40%,"4,514",6.20%,"12,508",17.20%,"6,858",9.40%,"10,309",14.20%,"4,374",6.00%,"3,891",5.30%,"6,067",8.30%,"3,662",5.00%,"1,519",2.10%
2016,Tustin,"80,379","4,907",6.10%,"4,810",6.00%,"5,449",6.80%,"5,228",6.50%,"5,330",6.60%,"15,426",19.20%,"12,338",15.30%,"10,344",12.90%,"4,731",5.90%,"3,649",4.50%,"4,981",6.20%,"1,990",2.50%,"1,196",1.50%
2016,Union City,"75,316","3,558",4.70%,"4,205",5.60%,"3,796",5.00%,"3,882",5.20%,"6,342",8.40%,"14,552",19.30%,"9,946",13.20%,"9,173",12.20%,"5,307",7.00%,"3,920",5.20%,"6,331",8.40%,"2,915",3.90%,"1,389",1.80%
2016,Upland,"76,691","3,000",3.90%,"4,651",6.10%,"4,779",6.20%,"4,512",5.90%,"7,975",10.40%,"8,232",10.70%,"9,573",12.50%,"11,358",14.80%,"4,596",6.00%,"5,429",7.10%,"7,426",9.70%,"3,267",4.30%,"1,893",2.50%
2016,Vacaville,"98,308","5,376",5.50%,"7,417",7.50%,"6,218",6.30%,"6,163",6.30%,"6,405",6.50%,"14,864",15.10%,"11,966",12.20%,"15,245",15.50%,"6,658",6.80%,"4,863",4.90%,"8,271",8.40%,"3,073",3.10%,"1,789",1.80%
2016,Vallejo,"121,316","8,501",7.00%,"5,681",4.70%,"7,501",6.20%,"6,366",5.20%,"8,456",7.00%,"17,030",14.00%,"16,632",13.70%,"14,627",12.10%,"8,175",6.70%,"9,696",8.00%,"11,929",9.80%,"4,549",3.70%,"2,173",1.80%
2016,Victorville,"122,283","10,082",8.20%,"11,078",9.10%,"10,429",8.50%,"9,866",8.10%,"7,828",6.40%,"16,997",13.90%,"17,230",14.10%,"15,911",13.00%,"5,792",4.70%,"5,431",4.40%,"6,449",5.30%,"3,902",3.20%,"1,288",1.10%
2016,Visalia,"131,069","12,879",9.80%,"11,709",8.90%,"11,667",8.90%,"8,774",6.70%,"8,395",6.40%,"18,058",13.80%,"15,848",12.10%,"14,470",11.00%,"7,234",5.50%,"6,432",4.90%,"9,496",7.20%,"4,255",3.20%,"1,852",1.40%
2016,Vista,"101,665","8,703",8.60%,"7,174",7.10%,"5,963",5.90%,"7,434",7.30%,"8,975",8.80%,"17,458",17.20%,"12,685",12.50%,"12,554",12.30%,"7,322",7.20%,"5,198",5.10%,"4,617",4.50%,"2,151",2.10%,"1,431",1.40%
2016,Walnut Creek,"69,127","3,154",4.60%,"2,834",4.10%,"2,975",4.30%,"3,548",5.10%,"3,222",4.70%,"9,580",13.90%,"8,547",12.40%,"7,494",10.80%,"3,479",5.00%,"4,715",6.80%,"9,493",13.70%,"6,260",9.10%,"3,826",5.50%
2016,West Covina,"107,840","6,983",6.50%,"6,910",6.40%,"7,793",7.20%,"5,811",5.40%,"8,406",7.80%,"15,943",14.80%,"14,376",13.30%,"12,499",11.60%,"7,342",6.80%,"7,251",6.70%,"8,359",7.80%,"3,719",3.40%,"2,448",2.30%
2016,Westminster,"91,565","4,567",5.00%,"5,804",6.30%,"5,429",5.90%,"4,944",5.40%,"6,163",6.70%,"12,067",13.20%,"10,246",11.20%,"12,550",13.70%,"6,684",7.30%,"7,449",8.10%,"8,233",9.00%,"5,429",5.90%,"2,000",2.20%
2016,Whittier,"86,892","5,432",6.30%,"5,401",6.20%,"6,326",7.30%,"7,071",8.10%,"5,675",6.50%,"11,366",13.10%,"11,602",13.40%,"12,189",14.00%,"5,534",6.40%,"4,664",5.40%,"7,278",8.40%,"3,293",3.80%,"1,061",1.20%
2016,Yorba Linda,"68,236","3,428",5.00%,"4,701",6.90%,"5,851",8.60%,"5,639",8.30%,"3,160",4.60%,"6,712",9.80%,"7,801",11.40%,"10,295",15.10%,"4,379",6.40%,"4,405",6.50%,"8,210",12.00%,"2,796",4.10%,859,1.30%
2016,Yuba City,"66,837","4,765",7.10%,"5,047",7.60%,"5,191",7.80%,"4,017",6.00%,"4,177",6.20%,"9,249",13.80%,"10,084",15.10%,"7,294",10.90%,"3,578",5.40%,"4,040",6.00%,"4,603",6.90%,"3,121",4.70%,"1,671",2.50%
2017,Alameda,"79,188","5,843",7.40%,"5,228",6.60%,"4,084",5.20%,"3,299",4.20%,"3,742",4.70%,"12,706",16.00%,"12,862",16.20%,"9,414",11.90%,"3,192",4.00%,"5,681",7.20%,"8,315",10.50%,"3,114",3.90%,"1,708",2.20%
2017,Alhambra,"85,391","2,995",3.50%,"3,029",3.50%,"3,935",4.60%,"3,835",4.50%,"5,027",5.90%,"13,616",15.90%,"13,218",15.50%,"11,761",13.80%,"6,088",7.10%,"4,347",5.10%,"8,561",10.00%,"5,269",6.20%,"3,710",4.30%
2017,Anaheim,"352,456","21,341",6.10%,"23,659",6.70%,"25,120",7.10%,"24,771",7.00%,"29,942",8.50%,"54,989",15.60%,"47,717",13.50%,"47,883",13.60%,"21,272",6.00%,"18,222",5.20%,"21,156",6.00%,"12,021",3.40%,"4,363",1.20%
2017,Antioch,"111,683","7,865",7.00%,"6,628",5.90%,"8,540",7.60%,"8,703",7.80%,"7,068",6.30%,"15,504",13.90%,"13,832",12.40%,"16,876",15.10%,"6,242",5.60%,"7,973",7.10%,"7,927",7.10%,"3,044",2.70%,"1,481",1.30%
2017,Apple Valley,"73,071","7,726",10.60%,"3,853",5.30%,"3,706",5.10%,"7,054",9.70%,"3,822",5.20%,"8,596",11.80%,"9,051",12.40%,"8,068",11.00%,"4,606",6.30%,"5,064",6.90%,"6,530",8.90%,"3,629",5.00%,"1,366",1.90%
2017,Arden-Arcade,"100,573","7,667",7.60%,"8,356",8.30%,"6,675",6.60%,"4,951",4.90%,"6,861",6.80%,"15,221",15.10%,"12,512",12.40%,"11,512",11.40%,"6,647",6.60%,"5,051",5.00%,"7,935",7.90%,"4,756",4.70%,"2,429",2.40%
2017,Bakersfield,"380,887","32,295",8.50%,"33,394",8.80%,"29,642",7.80%,"28,334",7.40%,"27,064",7.10%,"58,613",15.40%,"47,098",12.40%,"44,235",11.60%,"19,844",5.20%,"19,140",5.00%,"23,517",6.20%,"12,532",3.30%,"5,179",1.40%
2017,Baldwin Park,"76,392","4,311",5.60%,"4,059",5.30%,"5,934",7.80%,"4,460",5.80%,"6,189",8.10%,"14,118",18.50%,"10,115",13.20%,"8,993",11.80%,"3,465",4.50%,"4,917",6.40%,"6,258",8.20%,"2,640",3.50%,933,1.20%
2017,Bellflower,"77,772","4,631",6.00%,"5,233",6.70%,"5,190",6.70%,"5,566",7.20%,"6,179",7.90%,"11,000",14.10%,"10,350",13.30%,"12,677",16.30%,"4,637",6.00%,"3,347",4.30%,"5,558",7.10%,"2,068",2.70%,"1,336",1.70%
2017,Berkeley,"122,334","5,006",4.10%,"4,195",3.40%,"5,113",4.20%,"14,402",11.80%,"19,136",15.60%,"22,599",18.50%,"13,980",11.40%,"10,696",8.70%,"5,125",4.20%,"6,231",5.10%,"11,140",9.10%,"3,412",2.80%,"1,299",1.10%
2017,Buena Park,"83,026","4,327",5.20%,"4,413",5.30%,"6,432",7.70%,"5,451",6.60%,"7,034",8.50%,"13,185",15.90%,"10,524",12.70%,"10,429",12.60%,"5,093",6.10%,"4,794",5.80%,"6,584",7.90%,"3,549",4.30%,"1,211",1.50%
